"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source";"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Answer.doNotRedirect";"Approve";"Reject"
"3280";306;"ObBZWic7";"A4UVNGSXE2ANA";"passed";"ObBZWic74RGHB0WdnFcwKPUXrdgp1tG9If18RJq4oJ3-8hCy0-zlsnTjpyhBcAf3";"passed";"passed";"US";73;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3281";307;"ObeCZCx2";"A29VPSFOR6OO5H";"passed";"ObeCZCx26E8opZucrWEvCVqRclopZ0MC2_jLrUThAQKQ5GJZh4Wx028cjfsXKGrY";"passed";"failed";"US";62;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3282";308;"OBq_AUXq";"A3O8PFM833GB4E";"passed";"OBq_AUXqG-MDidnZSJfJByZRJY3cUHraf8TUF05qF8BRVOD3sS4IZOoDGz8gALhY";"passed";"failed";"US";120;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3283";309;"oC_kmMAq";"A3RZA51UMJRUWQ";"passed";"oC_kmMAqF9RCArWt8Ui5xLD82iFVzr964P2Ikkn-YUbj0RF73vlnZoLTKHWWF7aL";"passed";"failed";"US";109;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3284";310;"oC3bwCYG";"A26TOAHER62L3L";"passed";"oC3bwCYGqVCa65yo4fE4dG8tPr_Ybantq6tTm2iQPK9lmA7TUiGYrJKFxPcQ6_Xu";"passed";"failed";"US";69;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3285";311;"oC7ZYS67";"A22N5ONOWPNZGB";"passed";"oC7ZYS67GDCd8U6iWiAklpqjVyE-l-PtF86U84TfU4p6llt5S8kQiXp8pcEXSJnW";"passed";"failed";"US";93;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3286";312;"oCmdjsnA";"A3S8D682VRE9HJ";"passed";"oCmdjsnA4Lsm2VshiaTnxHxpW2skCAd60amVblo-MH2eyLSZ78O7CnzdxDFFd2tQ";"passed";"failed";"US";82;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3287";313;"oGt9p5KO";"A12RHNNC7NCF61";"passed";"oGt9p5KOnCeSnwEbUm4FniYDI5OG3M7kvDSByGeeUUA8-yEKkOUBN2odmGWQL6CD";"passed";"failed";"US";86;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3288";314;"ONMFeH3e";"A105R3WPKKO2UA";"passed";"ONMFeH3e4CxzVGmpFgSs8WTi7jJO7i4IhEDIFGa7RxRa0QHdIiMXAbJkCZDG6iOz";"passed";"failed";"US";63;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3289";315;"onw0RN4g";"A3BJNFU4T7RU11";"passed";"onw0RN4gOHv_A7_JKAmOshjPEjB6BudL6BzHiCwgXtBBBk4ZxbFTZLs4SLMAQ3w3";"passed";"passed";"US";129;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3290";316;"Ool_KiFP";"ARM2CBQGJCQ5Z";"passed";"Ool_KiFPplZhBtCQ07U8PD9K93EnZOccola11qqQ5MSMpE0PPZJPR-CUT1juxq2T";"passed";"failed";"US";57;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3291";317;"oQk9LpWG";"A2FG47R5I9M8U0";"passed";"oQk9LpWGrmC_K6nSv57hQ0nQ_5M3bVkf7gATRG013ckqfyCbt9zevpWIzaAPjvkh";"passed";"failed";"US";60;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3292";318;"OU75vBuq";"A1YHIQHLLLQIIQ";"passed";"OU75vBuqo3-g1_2r-1uzemlXulI6eWWukswAcLL-eg7d3EiJ9hNnlrWkfWWY-5rE";"passed";"passed";"US";132;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3293";319;"oUVSA4CK";"A115A6OQBJFVVS";"passed";"oUVSA4CKxbz3PdOA1ePAEaXVqTEZrgPJ0bjvy-3Uf9l-MDknH7ZAuZZEtr_stiGo";"passed";"failed";"US";68;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3294";320;"p1-tUIMR";"A3DRYZ95VDUDK";"passed";"p1-tUIMRUQbkaguarjDpVOl2sM7Dz90xVYRXNChux-74KPAwgZDivyks54Uj4ozr";"passed";"failed";"US";56;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3295";321;"p3bEhTW5";"A3BCVUIL2JX7R1";"passed";"p3bEhTW5DE-8d_V-42pJPFY_cLShI4Maf7IWIrDzo8cNdD31ZIY3U6l8zn451unp";"passed";"passed";"US";52;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3296";322;"P6n_ELhc";"ATZ6GERYJ2LSK";"passed";"P6n_ELhcDq1Ph0UQ00jKtbw2lh37vvQWrFDzJtWOLLEyCNqbRZaPUbwjiizfISku";"passed";"failed";"US";75;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3297";323;"PCtiV8Pt";"AEASOIPE6YBHK";"passed";"PCtiV8PtUvYjbfo4unkwNFoUu7kJCInsiA2UKT1DuNnJ2RDdK-13cHS7iO86wusF";"passed";"failed";"US";64;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3298";324;"PESiK25b";"A1NXDNRUNL87XN";"passed";"PESiK25b7_SbECrWVSqJ1uU6XBLuwr4LNae-ko4yuEcmcHKbXoGx09_0ldRV7EOS";"passed";"failed";"US";94;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3299";325;"pEypyYo8";"A359SZ1V1WZKCI";"passed";"pEypyYo8KjM9iXWFGIP5TnHJbzHcFuj-_cFsR2RP5yfJr8oVhwEDDKIvI_8vbgLm";"passed";"failed";"US";197;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3300";326;"pezLkFZ3";"A1ZO0VS9PNWBG2";"passed";"pezLkFZ3dsujRGyrZ63jiS97qkdYqEEk2rMFDubrjcpC8D0vot9OacB3e4-rS55X";"passed";"failed";"US";53;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3301";327;"pg2vkEBc";"A258IQXX7F3Z8O";"passed";"pg2vkEBcBQH66AqXFgyMV8ZOrwr4Pd7wQFzAmLiq82NMxo9_NwIMvy3QGyW66fGz";"passed";"failed";"US";70;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3302";328;"piwL8piI";"A22012GC5JSH0C";"passed";"piwL8piIvFquShKErnh60DHXZUAZ85aa_W6deq7mE56drOVUIW4et19We9uUR9ld";"passed";"failed";"US";69;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3303";329;"pJmVMWcu";"A1CY01G7686ORZ";"passed";"pJmVMWcukqmkYLSsafSsCF8qm4YT7lTJMVNZOAZz-DjmolLxDxhEDk_-2G7pLPIg";"passed";"failed";"US";41;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3304";330;"pJzJkXsP";"A2UU8RM98WZ6HE";"passed";"pJzJkXsPj2fFupMqXkcYM3MjRCNId8criqc7XFl0NN0mJKIr7LQ081l8aDgTnooo";"passed";"failed";"US";94;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3305";331;"PNJFNQjZ";"A2JIEQQQIGK6P7";"passed";"PNJFNQjZe0r41_yWRsT32FnqrUDc0M1CKhO2BU2sitoaL4LBVi9xTQsED7KDK2eH";"passed";"failed";"US";85;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3306";332;"PpuhR7kP";"A3MEH76L241PMF";"passed";"PpuhR7kPjW14H0LrKncQPa3T11AOn4jo82vbfNHPAKkUzpBV6gPLfL3DyjRWFwq8";"passed";"failed";"US";79;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3307";333;"PRxCzd3m";"A1SEYF3NNLY5V";"passed";"PRxCzd3mBGJbS7KWhXU56U69OUaff1HHke0OFBGfhT7DeyLYwY_Ei2w3uuUz3SCQ";"passed";"passed";"US";77;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3308";334;"pwbi-rDt";"AXCTOINJ10786";"passed";"pwbi-rDtSiajWJQpYKmKjavUdoXyPocPOItN1KWOdSy9fSs6jFI-mO4L1OtfFU2P";"passed";"failed";"US";51;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3309";335;"PYtGW38K";"A1DUH3RLI00YQM";"passed";"PYtGW38KxEgUCDx1S_X6cBF8b5sTrvQlySdooYwxALSnGmky8vPlaCTWvDq4Tqcl";"passed";"failed";"US";84;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3310";336;"q-W2tGs0";"A2G0GS8LJN1YMY";"passed";"q-W2tGs0O1N20JOsFWJPI2hs9tLaSpV675hO1kLHCPZpabeSUA47SD3l33JEor2K";"passed";"failed";"US";73;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3311";337;"Q1A87cxs";"A1I350Q5WO3DR3";"passed";"Q1A87cxsmV8643EVDcLJGPuOGUIK9lc7T7ztpum62yXfd_vUuaFIdgndV9Pu1oph";"passed";"failed";"US";99;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3312";338;"Q2DRgBzc";"AK8OOYYYKZF9V";"passed";"Q2DRgBzc1DCh4o6Up5JxgJBuJ8cvaTGOmeZoorJddyvfpM44CKinrveeTAArs5Wt";"passed";"passed";"US";132;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3313";339;"q8xAVxkN";"A1767F572WVYDI";"passed";"q8xAVxkNE0Bm-pexrPNG7dqE6W0VZDNlfr01_d4QSPFno64eZwUbXgMqe1IeG8Z0";"passed";"failed";"US";22;"failed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3314";340;"QBYIMhLP";"A3QYJ7M3GZGKL5";"passed";"QBYIMhLPeEdpg20j5TUvTIue9MqkVhKpDlugP65f6srJl8TNw77VAgY7qt31lO3P";"passed";"failed";"US";191;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3315";341;"QhdrAEvt";"A2T2HFUJP04DWD";"passed";"QhdrAEvtAZTi-kT6Hca6xnJebyTITYYbK0_a0emh2N49zBwPGumwmK2j5CyyDg__";"passed";"failed";"US";69;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3316";342;"QIr3G769";"A1QVX30ZORPQGX";"passed";"QIr3G769aELvu3Aar5Dz42GjTB6Y6pIZSiHm7hec1vxRlkWYbnXOQJjLHU5Xv0PB";"passed";"failed";"US";100;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3317";343;"qn5WKh6x";"ADKYBMRKXK815";"passed";"qn5WKh6xFog1uJMMauAqlOI6A-nhq1mtzO8CjEc5koBU07Xr6MzlnzRtVoY3tEk6";"passed";"failed";"US";173;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3318";344;"QpxCqIQV";"A1Z0TPX5V41FBD";"passed";"QpxCqIQVbVpIpaSMvFKU5p2H-S7tXIU3vcRZboAscoHxxxLACD9bSFSWaFcu-TIh";"passed";"failed";"US";96;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3319";345;"QwDkb87U";"A3PB176JAA05F7";"passed";"QwDkb87UBiQ8D3SpMP8TgsF5qKJzsR2IS4ETeoUC_00_t6Reo1DVm1vKyj82DPeM";"passed";"failed";"US";66;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3320";346;"qYGpc-ny";"A10283W49EB612";"passed";"qYGpc-nyodtwlp7_-CmknGMnVUX_sC6QF0pdUPZczAQYSKUUSvcN-zLNkQ0NxUkB";"passed";"failed";"US";56;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3321";347;"QZVe0aXy";"A3IPSGBNI76G5D";"passed";"QZVe0aXyHmDilPYCQlXI5VaKTE_ZGxY_Mgj2aOn5www30feGD7UaDD10xzrxVeOO";"passed";"passed";"US";104;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3322";348;"R0YNlUOv";"A1DVNAQ217BZJF";"passed";"R0YNlUOvfcuAJrCQFZEYjTsOX1cgQpsLQBboxlnYorQONvK6kRcFgaWreftf7leD";"passed";"failed";"US";163;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3323";349;"r3imjJ2e";"A1BXDWMLYDQNSK";"passed";"r3imjJ2ehRDs_i1H9HfIQaiah0XhyFuI0treAymSLDpBjoHrXDqckhcnwnDuoI3C";"passed";"failed";"US";92;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3324";350;"rJMgEIPQ";"A1LYIEB0M0F33J";"passed";"rJMgEIPQPanVduQSkmqSLEw7c9OQfox9yvqG4Xu3hyadOIgw4cgIeawLt9OL4L0h";"passed";"failed";"US";93;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3325";351;"rJpEQT0q";"A16QTKULP8HQ6G";"passed";"rJpEQT0qcb_nOIRY5Bx9URFYZjCBrfL21rUBVatGamx4ZvN450TSJE4xkJIKmZhK";"passed";"passed";"US";55;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3326";352;"RKhcpnoT";"A1V8SKL3ZX0HX1";"passed";"RKhcpnoTKIu8BbrlIqXG_T69QlIr961Cg0hoFekkcIcTIZewjg9WAeiHOt1yVBs6";"passed";"passed";"US";58;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3327";353;"RM6cjHhM";"ABNNSRB6Y5EFR";"passed";"RM6cjHhMg5vG3fSw8wtmgJqzSyGFh7dPY7tCC2VnBYw_6FbDH4JpHrtQHknzLmkj";"passed";"failed";"US";67;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3328";354;"RmwS7Vnl";"ARTAC5S1TSTWO";"passed";"RmwS7VnlIaYI3n0d0XkFUJbsgov4xwrc5QKqvLJuC5K_fB4WMr-_nSv3YitukDtz";"passed";"passed";"US";76;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3329";355;"RO-0BIz7";"ALBIU0ZCAUNON";"passed";"RO-0BIz7lw7_XHQjR4UMBJi_oWKR9cNO7OwFfxV6KQZctudXGQE1MqPKa1dV9viN";"passed";"failed";"US";101;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3330";356;"ROEkc0_v";"A3Q9JJ95LLX9WZ";"passed";"ROEkc0_v7iFJF01H6lkzCudcOHL7f0aG6XZiFKsXChdfqEiJF6Yc1CWWSxB_MBR2";"passed";"passed";"US";70;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3331";357;"RpOX3AAF";"A1JWEKRBLSPL8S";"passed";"RpOX3AAFEaAeSoBFbM3L-pwXXzteHejgyrm0Wll9yqhOVTmh1BcQbYXQQaCMiQUH";"passed";"passed";"US";64;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3332";358;"RShlz2RM";"A2OMDMV9QTX29A";"passed";"RShlz2RMisUULhVWMI_Yhj9y60kPjXY_uBpoev8-Z2d5h-bDKW_QV0SEEzCUVMaU";"failed";"failed";"US";40;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3333";359;"RsipvRyk";"AHPHO5E8D0JWE";"passed";"RsipvRykK0Kqx3pkzTCW2L1Geu5nfbMzODIoVe_2WwYAe_FW-gtwJucOK61FU3DC";"passed";"failed";"US";147;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3334";360;"RsvGunjY";"A1J3SKRCKHA2YR";"passed";"RsvGunjYsvQPDC1kX-sLUl62ua97IxACGQ2zKa9xkrMOQEX4hqtNNxaHKk4gjRTy";"passed";"failed";"US";54;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3335";361;"RTqEkyBx";"A2R94TPU1TG9OR";"passed";"RTqEkyBx8e_LfETHWHhupsm_4h2VEXIU0Xh6hsZSxlhyOTFSKHxxClfPLX2s5O88";"passed";"failed";"US";39;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3336";362;"RuhonHu0";"A2CSV75E3JT58Y";"passed";"RuhonHu0Le5IrnXhZZwuoEhfZBkdJjZOmGjn5kNlkqjQfP3ENrnaZT_HDjvZQ3Sv";"passed";"passed";"US";50;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3337";363;"RXGclGAw";"A3EFUZMQRLQ2BY";"passed";"RXGclGAwOGYvyfODn5yIxGFLwn65piXapYJ-6NDns_jcdOp25kWKLDLB7fktLFyc";"passed";"failed";"US";96;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3338";364;"rYg2-aOG";"A3JLCVQ5ARYLHC";"passed";"rYg2-aOGqIbLbA8NYFa3cKp7nzNd6xKFe0GAZRjuq6eJTtgLO9hO88weD9MnWZJO";"passed";"passed";"US";58;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3339";365;"rYZIsCkF";"A3L8DW2JY1TJEJ";"passed";"rYZIsCkFABTS7reNEItezTUHEteKy5BxhN8nfBAmowvgcHb3ZCN8fVke2Y3YPCsx";"passed";"failed";"US";50;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3340";366;"RZnR-s42";"A2C2QEHTYDJJ3Y";"passed";"RZnR-s42PdmmL1FuYQaZuinF8QHX2s7bz3a1Qypk7MKJPimu9LR4f0dNiSh-3yx8";"passed";"failed";"US";54;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3341";367;"s4cDXaPy";"A36MTY8RSWBZU7";"passed";"s4cDXaPyl8G6z1loHijJBkwSat9qSd3mOJzDZtuUnPaXtrqfyIRCA0vwN4Lz_ij_";"passed";"failed";"US";79;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3342";368;"s5Gezz5u";"ACU756XMAHB6G";"passed";"s5Gezz5uZk_uQWFmZPKzqPflusRrKeCyeEibb7XG7W84eNW1z2wW5LEksdxkTzuE";"passed";"passed";"US";49;"passed";"x";"";"mturk13_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
