"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source"
"790";60;"EJotTWVk";"A30KV6CIGNH3E5";"failed";"EJotTWVkpfs4MEiTQQZBTns5N7Kz1J5QKQLFGo4dyq8iiZ8pd_KH_-dSApNGjfOs";"passed";"failed";"US";625;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"791";61;"ElTU78Ly";"A341KLOTTTS5I4";"passed";"ElTU78LyUaq4knUPbjRhCf75PJakevaW0O3kelI5PXZVhAUUzHVuDx6t75g7mpYF";"passed";"failed";"US";61;"passed";"x";"";"mturk5_check"
"792";62;"EMFKr4rB";"A26RO8GGTQAXGG";"passed";"EMFKr4rBCYq3rbBHjmnBn01qF4Lw0o3kNwj1vjSpBjUpLY6pKDLSXfbY6r6z7Sap";"passed";"failed";"US";54;"passed";"x";"";"mturk5_check"
"793";63;"euMULsKR";"A2UX8S4DRJWLKB";"passed";"euMULsKR3fq-Cy_Rw8zejSO_lbwRbmiZ5WAiptt3JveiZA3OvWxTfuRsMsKfRUEB";"passed";"failed";"US";47;"passed";"x";"";"mturk5_check"
"794";64;"FcPD_fWE";"A3BFMY5OX2WMUW";"passed";"FcPD_fWEMWbNK9qFgXpab7gTj157SdEP0G2RUivapuJRSRT4hNCmXFpvUAnIwaKk";"passed";"passed";"US";66;"passed";"x";"";"mturk5_check"
"795";65;"FFZQwRwS";"A1CADKNPH9NOZG";"passed";"FFZQwRwS77J4NKD3Woc5QXaRQycqil6v0XCY3ZJH8qmPiil2wYZXdCCvUzogBJF-";"passed";"failed";"US";74;"passed";"x";"";"mturk5_check"
"796";66;"Fim_5hFt";"A2T4QDRDP5HAID";"passed";"Fim_5hFtrF36AsnoSjwCs_90_khBptOEBRZwtaDDmptuFrcpH3gBS2hjEGmh9tUi";"failed";"failed";"US";48;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"797";67;"FJnd5vI_";"AXT49VCFZDGW8";"passed";"FJnd5vI_hb8esDcDm_kFRBeo1QhLPczzMJtI9qn2P4jsMkM0LCY4JeZME4SQFBYt";"passed";"failed";"US";77;"passed";"x";"";"mturk5_check"
"798";68;"FnZllp5s";"AGWHBRX2T3665";"passed";"FnZllp5sGSAutp8fiQY-8AIT6ASqbBu6pUAQnothy4YhlspHn0ffJ-XBTOA0F0-Q";"passed";"failed";"US";34;"passed";"x";"";"mturk5_check"
"799";69;"G-70cuGo";"AGRKG3YT3KMD8";"passed";"G-70cuGoBRJozugTTi0_YzEE-zPZKDJRlRPFZzeLI135BQ_gRvICkpXfNJLMf63V";"passed";"failed";"US";42;"passed";"x";"";"mturk5_check"
"800";70;"GzSdCjJj";"A1NH9YL7H52RN7";"passed";"GzSdCjJjptRRlDhimCZGgxd3eOpO8q0FfmIZrsgdOlM5NGmWHkpo_MOg3AQaNQCD";"failed";"failed";"US";50;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"801";71;"h0bWuwz7";"AB5PO7SYQ3DZ8";"passed";"h0bWuwz7k3fu5RxGFf1vYRAx95fBK99phQ2ZLLouOtpNRHozAS-IVRCldyk7zcYx";"passed";"passed";"US";143;"passed";"x";"";"mturk5_check"
"802";72;"H2t7Aqlj";"A28Z4EOSSQAZM2";"passed";"H2t7AqljJLXy2v6NgdNd3ypRLw8k-5PNaZNmgs01RJeTAGmg55fxYBApjOHpEzAi";"passed";"failed";"US";71;"passed";"x";"";"mturk5_check"
"803";73;"H5Bwdzpx";"A38LZB0ZDTEREK";"passed";"H5BwdzpxrjjlgXtqDQ_cupEvuehNsr-tqzQG-_RUbwi_RDClgv83QhrbL1HQDrWh";"passed";"failed";"US";124;"passed";"x";"";"mturk5_check"
"804";74;"H68iTPcb";"A3GSDZSRVV0OEN";"passed";"H68iTPcbqbnhfTyEhSoeYszrIsHrTcF6Ukfhngt03xwyp2-_GANDLNNBfxID4fVr";"passed";"failed";"US";63;"passed";"x";"";"mturk5_check"
"805";75;"HdhPdk90";"ARJ6WETKRGYHN";"passed";"HdhPdk90S4CX9tgE9oluegBEqomFAsoyKmHM-mFkvmCe1A1eH9qwHxtYsdYhC838";"passed";"failed";"US";221;"passed";"x";"";"mturk5_check"
"806";76;"HIAxjBH4";"A1153ZIEQX0ZJ8";"passed";"HIAxjBH45iWO-F3bnWAkuxwWTl-02MZvmxlhBBgBIAGnS6m7dophEihTStPJcJLO";"passed";"failed";"US";46;"passed";"x";"";"mturk5_check"
"807";77;"hnxVoktO";"A2VD133723IZR8";"passed";"hnxVoktOls05p6Leojcrw-gxLJOWrFL7KB6CncgWbYvZoiVXkIKQtg6hwrUlRgSv";"passed";"failed";"US";45;"passed";"x";"";"mturk5_check"
"808";78;"HPFVuN7d";"A2OFRJHPNIMPI7";"passed";"HPFVuN7dU4ZtZHvI17ifXGXDK1xyooM-i7iRRZ5dLq3wF64r4k18gZJCzUl0nFRa";"passed";"failed";"PK";197;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk5_check"
"809";79;"HSGezfAt";"A36HFMF9Z4BGS8";"passed";"HSGezfAtf1IjfnIw_4THrPRuNO0ssZCYZ5EZfuAI2HIaTRLT7FjnJDLNCpaURAOS";"passed";"failed";"US";116;"passed";"x";"";"mturk5_check"
"810";80;"iA9BDdWb";"A19XCSKK41W7UI";"passed";"iA9BDdWbvzTvP_evvGZK6I3X1-8zJSPWOmaXDw44qteDv_XOP6j0dJM7FtpugX9Q";"failed";"failed";"US";75;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"811";81;"iH690bKl";"A346UAH34GVOZX";"passed";"iH690bKldarEjcx0f2lHjhv-DJU9EzbqTc9I1MHulL3nc0u4XP6LTXNd2nNx_vuR";"passed";"failed";"US";67;"passed";"x";"";"mturk5_check"
"812";82;"IPZPAniS";"A2QBFXY9UQMJTT";"passed";"IPZPAniSSsy5X3UlaRxCTHN4ISEcc2lYK2BLL_dT1zTH2CXQDPudekNKv3WXJccg";"passed";"failed";"US";49;"passed";"x";"";"mturk5_check"
"813";83;"isoaiviX";"A23437BMZ5T1FH";"passed";"isoaiviXMRqA9h0O78MERiU9Y4IC9wk2gTp_8vGw5OwG_mdfdPQ16JC-J_vOADLI";"passed";"failed";"US";61;"passed";"x";"";"mturk5_check"
"814";84;"J1ayL36g";"A1VPE05UDNFKGV";"passed";"J1ayL36gRisdLK5Bf5wxUrHV5d7-XFTWMqaG-ED8XNtLhqO_kMJPPMDIzl7gpv9A";"passed";"failed";"US";45;"passed";"x";"";"mturk5_check"
"815";85;"J1NsDEVY";"A32ASWHLCI1CWD";"failed";"J1NsDEVYYfwbwh1EuYQHYFmOk4R8hFB2tdEhKPvl1yr0v5jU9I9yCrZtq4WdqDj7";"passed";"failed";"US";65;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"816";86;"JM8A9LnR";"A39A8K2UX0U05W";"passed";"JM8A9LnRKd5zpuRg-AIVdrPms9hiT6cQ_KP2sO024-yxhl5cBdHWxVhxdp3e18Dz";"passed";"failed";"US";57;"passed";"x";"";"mturk5_check"
"817";87;"JN9Q3nIA";"A8KX1HFH8NE2Q";"passed";"JN9Q3nIANktY0mz1QWhqAgxk1PvGY3zaDYAQ8HIAYPA6TC6gvzyONmz__FzKCCY_";"passed";"failed";"US";58;"passed";"x";"";"mturk5_check"
"818";88;"jPiBRGkW";"A36JUK9P2A2I1P";"passed";"jPiBRGkWnN93wSB0v0AfosRxN5W3r6O-hJzhho4grYUpni4bMuwQ7keC7UtI52eb";"passed";"passed";"US";92;"passed";"x";"";"mturk5_check"
"819";89;"jQZANVu5";"A3C31Q12GIH1JE";"passed";"jQZANVu5L1ThwbDwycvpwAP18Y3xMIu9CBzYFb7N_qyUaIZuX3Emui4c_uvgs7y3";"failed";"failed";"US";71;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"820";90;"JxHHK-Ti";"A19YRUF7K6FY78";"passed";"JxHHK-TiVPb8Crr8674FLnmuZ3gybuPkaxZMYpBX_1HIkKFxRDld0q88M1xX4nKx";"passed";"failed";"US";61;"passed";"x";"";"mturk5_check"
"821";91;"K5esXj9-";"A2W61GIAWKEYTB";"passed";"K5esXj9-jtobIgLHxqI9uFVOmeLdZob2oLivVQsH2-ZFIRvr_adhULUMy4QdHa4V";"passed";"passed";"US";78;"passed";"x";"";"mturk5_check"
"822";92;"k7VzguaV";"AZBH4LJ5SL456";"passed";"k7VzguaVpiWBbgIxkLmGWtlFaOrX6K-ik0fDcRo7IdfHPdj7queyQcgj_xDtoPxQ";"passed";"failed";"US";65;"passed";"x";"";"mturk5_check"
"823";93;"KklyEvXP";"A2C4R0TBPZGWTD";"passed";"KklyEvXPshjivDtqkwM4h8xPw4rrd3T8KuPY7OAaBpbyC2yl75QaJ3T6FXKR3TVc";"passed";"failed";"US";44;"passed";"x";"";"mturk5_check"
"824";94;"KmBUlzwU";"A1GB7OWE10C5OC";"passed";"KmBUlzwUD9dk3RB-SFJI9JMFz764mGKgD00WAFgWuT6qCuIiRcg_itvEB6x2gsrp";"passed";"passed";"US";35;"passed";"x";"";"mturk5_check"
"825";95;"Ku5slZzo";"A3T9C1USL4V4IJ";"passed";"Ku5slZzo4cafGF_r8gVH89DRpCSStTomQYsOb-Wu_jP8t8vZL2eqrTT_IhF_THMA";"passed";"failed";"US";71;"passed";"x";"";"mturk5_check"
"826";96;"l4y0Plp7";"A2TXC8Q2IFGRXH";"passed";"l4y0Plp7fLsUhtc078hEzqM7pfVYFEQ0pHYbIeRZ41X4Uy0Ctt48IU_SWVRjb7ou";"passed";"failed";"US";60;"passed";"x";"";"mturk5_check"
"827";97;"l6LCMwcZ";"A1GKD3NG1NNHRP";"failed";"l6LCMwcZJhE_ezEDjFdc_9FagbUEepWDAALFpW6f8QTWFFK1BayWY6uYpyLie9t-";"passed";"failed";"US";55;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"828";98;"L8ZPKPcx";"A2VOJ95SCUA0I2";"passed";"L8ZPKPcxsACV0NfBQYi8FU4CDoLsQyUPBHNpa_ygNqBHHoCAWIBK8POKLyOOClPV";"failed";"failed";"US";158;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"829";99;"LJNT6Bai";"A2AWBDW9V1E9KT";"passed";"LJNT6BaidjIJcVP9SBNpGbxITS4K9IfOOrn68wduMQ0S7cW0IQTkd6D1YLUr5nKB";"passed";"failed";"US";68;"passed";"x";"";"mturk5_check"
"830";100;"LjY8ysLO";"AX8NXTT8QMGHC";"passed";"LjY8ysLOrZlShVjiee4V4Itxil00Skyw2McsSGSfH2jqV07N5dsB_7fsMswETcZJ";"passed";"passed";"US";66;"passed";"x";"";"mturk5_check"
"831";101;"ljZs8NWN";"A1TEVZP5DA1XYZ";"failed";"ljZs8NWNspq5FDh7P0crXeN6bJah8ad_kAekTNqi9Q9dM54CnEDnjvlGaJ7eZdXm";"failed";"failed";"US";145;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"832";102;"LOZ6ZhUS";"A3PQVDFT21IISU";"passed";"LOZ6ZhUSEcuNyLDZDMQRU5HJs_x9tko3lgRZzCeUdUOOw6dIweZkwUcdpwMyxRdR";"passed";"failed";"US";70;"passed";"x";"";"mturk5_check"
"833";103;"LRWqgWIj";"A1PTYKTGNRL1V9";"passed";"LRWqgWIjGWYlbbp5IFiQfkQW12cA9EGmf5wDqbv2Skl2KLK6qBToIlfO2gEqBeBC";"passed";"passed";"US";87;"passed";"x";"";"mturk5_check"
"834";104;"LYiBrLQM";"A3PQUGIQQBPR98";"passed";"LYiBrLQM_B15IhOgTbg9cKt_QJfCcg72HBgDGvxou7hlGKGCh96PUk8OK4Ph7s9I";"passed";"failed";"US";126;"passed";"x";"";"mturk5_check"
"835";105;"M7eaJIRU";"A3QS3XRLFSRMGM";"passed";"M7eaJIRUV3u0s5DmTat8Tg2EAg6KlhbuvSm5FLtBWVXLk52mHd7EjiPqSp_ECe2S";"passed";"failed";"US";131;"passed";"x";"";"mturk5_check"
"836";106;"MIujx3de";"A1YXA63F8FN0BX";"passed";"MIujx3deYFg6rIbvipBkGuF9vYXAYT3Z7uJL8U7PTLFjb-Ce3pT-2pnID8rgpnl6";"passed";"passed";"US";130;"passed";"x";"";"mturk5_check"
"837";107;"mWcde2D8";"A16TP8YGKE1FJ5";"passed";"mWcde2D8BtwX7EwxidaJxJkc57CSz0Qiqdia1QHL3V2Govlwv-irawrAEAg11wka";"passed";"failed";"US";64;"passed";"x";"";"mturk5_check"
"838";108;"nFCJe5Kz";"A3AY2HFW4AYZPN";"passed";"nFCJe5KzZxY_37i2qqT98Rlw6_F_69jopfvk3kxvnjESe5_zF_rYntt8zh8n7Bx6";"passed";"failed";"US";39;"passed";"x";"";"mturk5_check"
"839";109;"NRFTH5X3";"A1AWYRBFQ7ONU2";"passed";"NRFTH5X3n9u2pyZiAHQhRWmwZg5C5oWmdTdQqCh8hqj_OHB0T6kmCIgfUWnsBIP3";"passed";"passed";"US";128;"passed";"x";"";"mturk5_check"
"840";110;"nW5byODn";"A2T3CUOWE8D4OE";"passed";"nW5byODnUC7p8zH6KcdwgA4Kx963vCRhsMyN2_O1_mJ6yfO5KpLHY0ZijjnvIvxn";"passed";"failed";"US";53;"passed";"x";"";"mturk5_check"
"841";111;"o2hMNKVv";"A309E9ZYRIL8X2";"passed";"o2hMNKVvfaVqyxenKqUIR0KsJbmIT-rnHVbwqVnAlw5Dd-m45GyBgS-nwcEZEVl5";"passed";"failed";"US";94;"passed";"x";"";"mturk5_check"
"842";112;"O3ubSJjU";"A1KYILRX3BK5EX";"passed";"O3ubSJjUPz8CCujkOHJ9u8-8yji727SJ7N2GRbum2gClTXOnPIPNbVVyoEbHaNgD";"passed";"failed";"US";84;"passed";"x";"";"mturk5_check"
"843";113;"onZvzOjx";"A362D046RZIHMU";"passed";"onZvzOjxOyDZe5MTNWo7Qc6hceUffEIF2NyrhDQLzKPs1I4AC9R9j7zMXrBfV6zd";"passed";"failed";"IN";47;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk5_check"
"844";114;"oX0b5OqL";"A2A07LB5EG953J";"passed";"oX0b5OqLNEBxO2ycOHKH8tjCtu4A2aBc1Bs4Er5LCrstqku0mwIItzUch0C7R3Wk";"passed";"failed";"US";60;"passed";"x";"";"mturk5_check"
"845";115;"OX6QELyH";"A3F82FVOFF2W1C";"passed";"OX6QELyHedb5xXz7R5AbAvyflmFddfrAS5yxzOcsL4qGnBCsNsOCz1j2wh60RlIk";"passed";"failed";"US";53;"passed";"x";"";"mturk5_check"
"846";116;"OX9e2w66";"A1YRH1YT2QD9E1";"passed";"OX9e2w66KblwDGGrgFP4N18zA-nvPSF-HWJ6I7YFLo6wdb6uzUWGEm6nSosHkf3m";"passed";"passed";"US";37;"passed";"x";"";"mturk5_check"
"847";117;"P7zCYIhq";"A271V19C06841K";"passed";"P7zCYIhqKazdfeSJI5h5tDRWXwwIB_MN6OG6WTFY17hmaj7poHhuQ2-k6I8-oYqq";"passed";"failed";"US";268;"passed";"x";"";"mturk5_check"
"848";118;"pg8od3MQ";"AUCHGHY1IKZZK";"passed";"pg8od3MQ8ttDI_YD7fJNw_HfQCG_1Hjqxiv8XJpBIEQdEz0OIgToST4QRkhU5gY8";"passed";"failed";"US";34;"passed";"x";"";"mturk5_check"
"849";119;"PS4oiMMD";"A2HJILSBIS7TQS";"passed";"PS4oiMMDR1D8gopOmpVLOzk0AHvwZJnZcVHLq5phL63t-5LXZeFVk6RSdHuJVIqA";"passed";"failed";"US";82;"passed";"x";"";"mturk5_check"
"850";120;"PSIVsRGX";"A10FJBR4KIO4TM";"passed";"PSIVsRGXD7JIkWFNbFGtZKRRDVawcqZzbkYMqY0K0eQvoMKlcvwR1-hbwskCUx7z";"passed";"passed";"US";49;"passed";"x";"";"mturk5_check"
"851";121;"PXS8clJ1";"AYUTE88MPK24K";"passed";"PXS8clJ1QRm2qj-5FfWGbashFggedtzsZHwBVd9ht2SnbAAIHIZIz2dH-sqlKsKk";"passed";"failed";"US";81;"passed";"x";"";"mturk5_check"
"852";122;"Q_BvZqNG";"A2V1T6RKD06I2X";"passed";"Q_BvZqNGy25MA3p3ahocS_Za3IdlAE0OJqao8eHDbVZGYIvxh4guPt_gbc3hbNLo";"passed";"failed";"US";62;"passed";"x";"";"mturk5_check"
"853";123;"Q2d3_U_F";"A3E52NQFBDRD87";"failed";"Q2d3_U_Fe77gfSqNo1qdADQpnJgvrz7TFgJec4V4LbtFTKE62G_s-A100rFVXHYg";"passed";"failed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"854";124;"Q6izVeyA";"A2V1BU0DV71Y7N";"passed";"Q6izVeyAhmidfyr0tUHatB2h8mot7U49BUtRuHiZg0cOy-l3HyQ4TVbyGHoOE1fr";"passed";"passed";"US";83;"passed";"x";"";"mturk5_check"
"855";125;"Qc2biw-F";"A7204W9E8IR1R";"passed";"Qc2biw-FlzHsFFMoyMNLmtNwNg8AjZxPaZ_vxjGMk17vesU0IZSUgPekYFBikXNm";"passed";"passed";"US";62;"passed";"x";"";"mturk5_check"
"856";126;"QFDKYwtf";"A1B7Y6W33FM2L8";"passed";"QFDKYwtfy_Sznng5kgm2_k1vYgg02RvgpQhGT-_6E5-PMXOLyZU4j3GFEatHfCKi";"passed";"failed";"US";67;"passed";"x";"";"mturk5_check"
"857";127;"qHSv3kPb";"A2JHF7CU91EVXW";"passed";"qHSv3kPbDBHGItOsQW3QfJnztYS2S6yo-ksWCofgoQMDRyrqYxFjkuqWasyuviaJ";"passed";"failed";"US";58;"passed";"x";"";"mturk5_check"
"858";128;"qmOG_A4I";"A1SNC8UL8YFRH5";"passed";"qmOG_A4I-LlkLFYU1Y6jmJsDB-PLW_ZvP1xd6VpAAqSY6pAigq6_vQOXL8vZ_S9O";"passed";"failed";"US";88;"passed";"x";"";"mturk5_check"
"859";129;"QTuPXMrJ";"A1B4WL7N3ACF2T";"passed";"QTuPXMrJmEcEWtYkz8iFY3_Awm0i5Vq4asQjqMQ3k5F_4cVQCzNaF8ohKHtQ5gS1";"passed";"failed";"US";51;"passed";"x";"";"mturk5_check"
"860";130;"Qx7rxa0r";"A3LE8K8FVZYZS1";"passed";"Qx7rxa0r7CJyxNdz6H9Mafr8LXnAM94xO80SiKoJT1pRu92IFP4sntFfhHmyzhW4";"passed";"failed";"US";496;"passed";"x";"";"mturk5_check"
"861";131;"QzPGOflb";"A1TYMXIYUUUL6F";"passed";"QzPGOflbDZmS3hrzoX-qFKUsUKQSmvr9SzPctm58NuuU4DjVKrSEivJyI7MW7Phv";"passed";"failed";"US";33;"passed";"x";"";"mturk5_check"
"862";132;"R0tn0u_V";"AWTGJ45ZWUCHH";"passed";"R0tn0u_Vq22u4caFWtfpJUr-LeBQlECzjL-Lew2dQz9C0FEnPS6fIXq1eJvAZNPO";"passed";"passed";"US";120;"passed";"x";"";"mturk5_check"
"863";133;"R3y_QvcV";"AJRY9ALX8069Y";"passed";"R3y_QvcVZbJ3g8G7wxo4MPfanc2-dcM1zaoXTH_Hyy_sbKo9KVCPPEnp5oB5ToPa";"passed";"failed";"US";96;"passed";"x";"";"mturk5_check"
"864";134;"rdz4Gm5D";"ANPTDUX6LOGYY";"passed";"rdz4Gm5DC6R66jRgAhO_EWNSLw6KAJq7NM5d7FX6RZI8AQQpSflXa7qbjrEl0z09";"passed";"failed";"EC";79;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk5_check"
"865";135;"RH2wgY_b";"A1NGXQMOBCXDC3";"passed";"RH2wgY_bvYKnl40YGCQv5U8uj4gHFdpF-ipCSeYBN9ArTB9Qa0jCBs8_YTOGwOVA";"passed";"passed";"US";46;"passed";"x";"";"mturk5_check"
"866";136;"RienwX67";"A2AEY7AGQYBN6X";"failed";"RienwX67sH7OACSsfoHavZHw2r-2C6qKcrD2nvHxnQJBTK9hxLwRIOQXjt66QWth";"passed";"failed";"US";46;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"867";137;"RLDoY5A0";"A104IH1V1EYA7E";"passed";"RLDoY5A0P4Fb00yBVUTrVuI_ANBrE1iNaMFGr9EB3ucBWLubWdjP47pmDNnRzVRj";"failed";"failed";"US";39;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"868";138;"RlyJ3dXv";"A1HS2UT856NZSV";"passed";"RlyJ3dXv_2zIaUcL39Wpyr7iCd43SpywMRgrm9E6i5v8buTeI5tGsClrFN9l3f-X";"passed";"failed";"US";62;"passed";"x";"";"mturk5_check"
"869";139;"RMadlfFy";"A1AF25FCVKC87X";"passed";"RMadlfFyFEqEHcW3KKB3QIpOO566zNi2zC0zwI0eyiJL1VbSW29lsnosXWVF5TwY";"passed";"failed";"US";77;"passed";"x";"";"mturk5_check"
"870";140;"Rs7cGLW3";"A36YLOZQMQFHOP";"passed";"Rs7cGLW3lLeRJMWL1SEKoYwC2T4Yw0hcymGp6fI1wzApRXufaeYV2G6zsoWVL5p_";"passed";"failed";"US";143;"passed";"x";"";"mturk5_check"
"871";141;"rURn5iOf";"A32NVRZ9AUPTBY";"passed";"rURn5iOfFKrTcsnyhtra5S4GErfmm-lvav7PchyyblPLC6n4qN8FfyJEmAKcTsSA";"passed";"passed";"US";194;"passed";"x";"";"mturk5_check"
"872";142;"RYUb_5LE";"A120PN22KW0VPY";"failed";"RYUb_5LEZkanBZFfhVJMKqwOlylKeT4O23Q5FI1cTD4h5W3flQ48e9mVXoylK42W";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"873";143;"s3aoD2M9";"A19ZWBQT8A3LIR";"passed";"s3aoD2M9unx7oqaZQmr8t7AjtPL_icIkObymshDDKY8P_A3i6f0OSEZq8GZOXkjR";"passed";"failed";"US";123;"passed";"x";"";"mturk5_check"
"874";144;"S5LuxAyI";"A1AYYDLZ60894L";"passed";"S5LuxAyICtDm87hY33hYxDzLigwGwC6GWeXto_t8sO9jhXWF9mV3xIehArwcWZ6-";"passed";"passed";"US";53;"passed";"x";"";"mturk5_check"
"875";145;"sc21KqbS";"ACM87U430O96Z";"passed";"sc21KqbS2s4q_mRPRhz7oHwpls1v_2fkQNNZUo1kYxiztNbg2th9C59EoXIB5X3-";"passed";"passed";"US";152;"passed";"x";"";"mturk5_check"
"876";146;"sfyBpTMt";"A55CXM7QR7R0N";"passed";"sfyBpTMtfctQ6_RAyN6AKYelxMKT9bp2_oltxc5phrcYNEo-9d-I9mR7MDyVY51n";"passed";"failed";"US";59;"passed";"x";"";"mturk5_check"
"877";147;"sGmfqNEo";"A2WLGVXAVT2XTR";"passed";"sGmfqNEocEz8FaOmoNf011TSeF4O9h-cuHdeoCuI2tMWfS7-p30zQoFR2pfXkQ-U";"passed";"failed";"US";83;"passed";"x";"";"mturk5_check"
"878";148;"sKbuzgJr";"AOSO1D81K0ET0";"passed";"sKbuzgJrN4y3vis1gH1W9fiGAWeNb_PNvlhYgsO1XDp_9_meepIqn4r-NMRZhSaK";"passed";"failed";"US";67;"passed";"x";"";"mturk5_check"
"879";149;"sNlZC6vx";"A2YTQDLACTLIBA";"passed";"sNlZC6vxriY9c7TAfLsSE7dyzh2K7gEjjh0TlYRpRh0x82O8kPdUEg_KD3dxNHW5";"passed";"failed";"US";203;"passed";"x";"";"mturk5_check"
"880";150;"SQFqkpJD";"A16SAB417Y96G4";"passed";"SQFqkpJDYCSnlJ5WxCCYP2kNViqRQTkluuhNxFeJT82ZDjMMXWRMh6YOKcmT1F3g";"passed";"passed";"US";77;"passed";"x";"";"mturk5_check"
"881";151;"STpudxNC";"A27CB6JIC5MZFR";"passed";"STpudxNC6a9OG07azN7FDYrYJnb1VFfSwUH0I0-dZVBNUaLlsaVgGrqu3kwbJose";"passed";"failed";"BR";70;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk5_check"
"882";152;"T-droQxl";"A3V8C77FN4FLUA";"passed";"T-droQxl6VSCsqHyKpNGwNMSg-kMWAJtJ0HG8ylsQhyKI4n3p8CIp0_Vn9e2v5jI";"passed";"failed";"US";79;"passed";"x";"";"mturk5_check"
"883";153;"T5VM36io";"A3PTO0DMF57GDG";"passed";"T5VM36ioDuO1DQoIRL-d-FcyrcLMEReK_jGxGuQ10KcpHUa3Jv-7XvbUlvV5JVF3";"passed";"failed";"US";102;"passed";"x";"";"mturk5_check"
"884";154;"TCLpfoqB";"AKJ22H1NTVIQX";"passed";"TCLpfoqBC2iXF_J50n3AZ5BOMIFullmfdLS02Nz_gY-JA5w7PGOmBJ8_xM7Z95Vl";"passed";"failed";"US";95;"passed";"x";"";"mturk5_check"
"885";155;"TcMd7fcQ";"A22EDUBB602EJD";"passed";"TcMd7fcQSFpjwmkjHZeft5QuqTIqJRzWFmc03RAdTAuRgOWED7VyxO7UagU70kzo";"passed";"failed";"US";57;"passed";"x";"";"mturk5_check"
"886";156;"TCppApT1";"A1JDE05XZK1E33";"passed";"TCppApT1DTdOwDz5fCmLXCCC0LFyT9bre5U0BaRglhebpyG5n_hoBuavL6k7pb8b";"passed";"failed";"US";49;"passed";"x";"";"mturk5_check"
"887";157;"THC6EstI";"A1WZBK5PRHBW3H";"passed";"THC6EstILVCp_48F3YN1u76EwQwK9kk64zjnWrpnpPuUacKc0uYqK126t857YW3S";"passed";"failed";"US";103;"passed";"x";"";"mturk5_check"
"888";158;"tSXzIO_j";"A9TGK24RHVMJ0";"passed";"tSXzIO_jmjj46HclwJlzGVJf6OGgOBieASqdlcbo-YiWobnqAkJfxX8Brq4lRRkd";"passed";"failed";"US";131;"passed";"x";"";"mturk5_check"
"889";159;"tWfe64HW";"AYFOAD75CRBKE";"passed";"tWfe64HW8agJAcBSqB8bnDgF5I2uVoBCBvJIqUk2RFfbVqYtAeDffRGiecxt2u_7";"passed";"failed";"US";66;"passed";"x";"";"mturk5_check"
"890";160;"twyP4oBp";"A1XATJA7ENOGWB";"passed";"twyP4oBp3dNAt1nf-uBDBwU-c_nyPu_HxTvZvVymJ1Fl8fK0f8xYeQxb9BYAUmiq";"passed";"passed";"US";73;"passed";"x";"";"mturk5_check"
"891";161;"TZ6D-zgC";"A3IFVDB03R6463";"failed";"TZ6D-zgC8LF76NqPb18QfMOKI0aY5Xt5m8c37n8g-eBWAXbZozvQsrqPVGn608pw";"passed";"failed";"US";48;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
