session,group,time,answer_length.x,word,negate,answer,answer_length.y
OdOb1qAlQsrXVjfZk6SHmCuipDlEMJ5VSKB5scUO_vqh3Pha2iG9iu6k0bcGBgBG,gr1,3,227,doesn't,TRUE,"*******ANSWER FROM PREVIOUS PAGE & THIS PAGE ALL HERE BELOW..........The following pertains to A fish called Wanda) THE PREVIOUS PAGE wouldn't let me type it in, so I'm typing the previous pages answer here BEFORE this pages movie answer.  (A fish called Wanda)- The lady dresses nice, it looks like she's got money and lives in a nice home.  I think her husband might be cheating on her and she has no clue about the affair.  She seems like a nice woman.  I don't think she's strong minded, so she might be a follower rather than a leader.  She appears to love her husband.
*****************************************THIS MOVIES(Forest Gump) ANSWER:   The man is soft spoken and appears to me  to be kind.  His movements seem methodical, i'm not sure if because he's simple minded or because he thinks before his actions. I really like him, he is someone I would to love to have as family, a friend, a neighbor or a co-worker.  I think he's kind and doesn't anger easily.  He dresses nice.  He is a proud man it seems.  He is happy yet scared to find out that he has a child, that he didn't know about.  He's a good looking man and I think he will be a great father to his son.",227
OdOb1qAlQsrXVjfZk6SHmCuipDlEMJ5VSKB5scUO_vqh3Pha2iG9iu6k0bcGBgBG,gr1,3,227,didn't,TRUE,"*******ANSWER FROM PREVIOUS PAGE & THIS PAGE ALL HERE BELOW..........The following pertains to A fish called Wanda) THE PREVIOUS PAGE wouldn't let me type it in, so I'm typing the previous pages answer here BEFORE this pages movie answer.  (A fish called Wanda)- The lady dresses nice, it looks like she's got money and lives in a nice home.  I think her husband might be cheating on her and she has no clue about the affair.  She seems like a nice woman.  I don't think she's strong minded, so she might be a follower rather than a leader.  She appears to love her husband.
*****************************************THIS MOVIES(Forest Gump) ANSWER:   The man is soft spoken and appears to me  to be kind.  His movements seem methodical, i'm not sure if because he's simple minded or because he thinks before his actions. I really like him, he is someone I would to love to have as family, a friend, a neighbor or a co-worker.  I think he's kind and doesn't anger easily.  He dresses nice.  He is a proud man it seems.  He is happy yet scared to find out that he has a child, that he didn't know about.  He's a good looking man and I think he will be a great father to his son.",227
cVyhtnIG-k431XYfhRQSvIrrn0F6CflQAOckEmwiKgDuSvXJjb9ot_TDjPAm5qgB,gr1,3,108,didn't,TRUE,"I thought that he was a good man. I might have a biased impression of him because I know more about him than was just presented to me in the film clip, but I like how he didn't blame her for keeping his son from him. It's hard to suddenly meet a young child that you realize is yours and realize that you missed out on when he was a baby and what that must have been like. I think that he was very kind and compassionate, not to let any possibly negative emotions get in the way of meeting his son for the first time.",108
cVyhtnIG-k431XYfhRQSvIrrn0F6CflQAOckEmwiKgDuSvXJjb9ot_TDjPAm5qgB,gr1,3,108,not,TRUE,"I thought that he was a good man. I might have a biased impression of him because I know more about him than was just presented to me in the film clip, but I like how he didn't blame her for keeping his son from him. It's hard to suddenly meet a young child that you realize is yours and realize that you missed out on when he was a baby and what that must have been like. I think that he was very kind and compassionate, not to let any possibly negative emotions get in the way of meeting his son for the first time.",108
4BC8J3ZDkN3HexBiyN9n4TUhBxGnvWFvl52Y2zUfzr354P5o-kMC88zjAqR7FO08,gr1,3,21,wasn't,TRUE,I really liked his attitude toward finding out he had a son. He wasn't angry or mean to the mom.,21
pI5KyyVoZOxknJDGZ8nwmELJ-gXLlEGDYZZ_tBKwJNuHX6eIA3nAArbhl5v_I4tr,gr1,3,42,wasn't,TRUE,"i think he was mentally challenged because from what i remember he wasn't able to tell if the child was his, after the hint the mom gave, which is fine for a mentally challenged person. But in general he seemed likable",42
QwK32C9v0teq35S2f8i4m_ML0wUVtKn5UJuBeIdw7F2JAI6rdDZ7C_1sk_g-zsWj,gr1,3,45,isn't,TRUE,"Forest is a wonderful sweet man who isn't too smart. He has just found out he has a son. He asked Jenny, the mother, if his son was smart. She said he was. Forest has just sat down to get to know his boy.",45
zAzOH4oowuQSB-apn7p_leF36ClcHooy_1MacMHhCo5ck8cU7uQeLMlRUSplaB5I,gr1,3,14,hasn't,TRUE,it hasn't changed. i still think forrest is excellent and lovely and sweet,14
fZw9y7K1TYB-2-zt_ztV6Qe4g-IYA9gg0D-LttxjHFB9IPAngbvtL2vXCvcpJPvg,gr1,3,39,didn't,TRUE,"He is very kind, maybe slightly mentally disabled in some way. He seems thrilled to find out he has a son, but maybe slightly ashamed he didnt know & didn't do anything sooner. Overall, he seems very genuine & sweet.",39
fZw9y7K1TYB-2-zt_ztV6Qe4g-IYA9gg0D-LttxjHFB9IPAngbvtL2vXCvcpJPvg,gr1,3,39,didn't,TRUE,"He is very kind, maybe slightly mentally disabled in some way. He seems thrilled to find out he has a son, but maybe slightly ashamed he didnt know & didn't do anything sooner. Overall, he seems very genuine & sweet.",39
q-Q-k-qLC0OGaPiHHdFTpY0J1cpAw9RKPKuPSkBo55Dpc0PeXU_oKUsYpRhm7-h_,gr1,3,19,isn't,TRUE,"He seems very caring and loving. Although he isn't ""smart"" he understands the world around him very well.",19
suqTQPnsc8wBXllpC2YVKWfXGgcHkCObN9CrrAduRRinJO5MD4Z5ME_1CZFNpfcv,gr1,3,91,not,TRUE,"I really like Forrest! This scene is one of the most heart breaking parts of the whole film. Its the only time where Forrest acknoweldges that he knows he's not like everybody else. My heart broke for him as he asked about his son (that he had no clue exsisted until this very moment), asking if he was like him and crying in relief when Jenny tells him that he's very smart. Then he goes and sits with his son and starts to try to get to know him.",91
suqTQPnsc8wBXllpC2YVKWfXGgcHkCObN9CrrAduRRinJO5MD4Z5ME_1CZFNpfcv,gr1,3,91,no,TRUE,"I really like Forrest! This scene is one of the most heart breaking parts of the whole film. Its the only time where Forrest acknoweldges that he knows he's not like everybody else. My heart broke for him as he asked about his son (that he had no clue exsisted until this very moment), asking if he was like him and crying in relief when Jenny tells him that he's very smart. Then he goes and sits with his son and starts to try to get to know him.",91
5BwBihQtR0dMgZLO6jat3g__qCIxEGGsm33xy43JY4Ubjj9HZWdCH5z0qPLCa11I,gr1,3,46,isn't,TRUE,He was a mentally disabled man who just found out that he has a son. He was at first really afraid and concerned that the child was also developmentally disabled (which he isn't) but quickly accepts it and goes to watch TV with his son.,46
BLOL514tyOWTZHHcE83kGdUvkHlPRZI7wEKMcvN2rOMzu3WXAd6nTf7ukiF6uAc1,gr1,3,28,not,TRUE,He has an intellectual disability. He is kind of vulnerable because of that. He does not always understand what is happening. But he is very caring and sweet.,28
wtLoWND0xAW9tQJP5VZtcE2Vl11qegw_lIu7UCAZUyNSYtMFZSJZ6IiocPigpDsB,gr1,3,64,not,TRUE,"In this part of the movie, he showed an array of emotion. This is when he finds out this little boy is his son.  He first gets nervous and scared till he finds out the boy does not have the same problems he has.  Then he fills with love and happiness.  then comes excitement and nervousness to meet his son for the first time.",64
W-zqllarWt0Cf-zltVwRmGIAB-ynUPrzfnlaa5IF8S1EW93-Ofi0pf46wlKX0Sgj,gr1,3,30,didn't,TRUE,"He was a kind man, honest in emotion. He didn't seem very smart, but he was soft spoken and genuine. He was caring and nuturing, albeit a little awkward.",30
4ytzDvyUTI94WgfH-zjpSE_T_yWjAnUFabLHeR0R_mtcvN1EHMM8N8lsxDhhfSk7,gr1,3,109,not,TRUE,The man meets with a woman who he had premarital sex with. He meets her son who runs off into the other room. When he leaves the woman reveals to the man that the child is his. He does not doubt the woman at all and asks if the boy is smart. She says yes and the man is trembling while making a happy face. He asks if he can join the child in the other room. She says yes and he walks over asking the boy what he's watching. The clip ends as the father spends time with his son to make up for his long absence.,109
W3topMXVx4zAvpPUdN4M0M1nlsvlu-aCxbvIZCYIqSgfhPVdAgwg4oScbEAks-Pe,gr1,3,43,hasn't,TRUE,My opinion hasnt changed.  He's a simple guy that found out he's a dad. Even though he is autistic he was able to convey his feelings of surprise and wonder over this little human that looks and acts alot like him.,43
3ZIBhPkOFdlPTiOShaUiF3Ev-rK9JMmuHcbYckmkESaf8ovl72QjM419qwKuxsn7,gr1,3,36,no,TRUE,"He is good natured, but oblivious. He doesn’t realize the consequences of his actions or what has obviously happened. He appears to have a mental condition causing this though, at no fault of his own.",36
vXF5itoiULkRhdPXLzsc6ddDKFMCq4ly9nOlAKnD6YAdetixHskIDAY6ZvVLMuqR,gr1,3,61,not,TRUE,"Forrest Gump is a good, kind man.  He finally met his son that he did not know that he had.  His son is not slow like him.  While Forrest is kind, he is a little slow.  His son is very smart and at the top of his class, and Forrest is relieved.  Forrest does understand that he not like everyone else.",61
vXF5itoiULkRhdPXLzsc6ddDKFMCq4ly9nOlAKnD6YAdetixHskIDAY6ZvVLMuqR,gr1,3,61,not,TRUE,"Forrest Gump is a good, kind man.  He finally met his son that he did not know that he had.  His son is not slow like him.  While Forrest is kind, he is a little slow.  His son is very smart and at the top of his class, and Forrest is relieved.  Forrest does understand that he not like everyone else.",61
vXF5itoiULkRhdPXLzsc6ddDKFMCq4ly9nOlAKnD6YAdetixHskIDAY6ZvVLMuqR,gr1,3,61,not,TRUE,"Forrest Gump is a good, kind man.  He finally met his son that he did not know that he had.  His son is not slow like him.  While Forrest is kind, he is a little slow.  His son is very smart and at the top of his class, and Forrest is relieved.  Forrest does understand that he not like everyone else.",61
4I2toOF7a1EjzlZQeGQmHc_A7YnrTwGxmYUP7BJPsGkb0maCxe3m1KcF-xKcQSz9,gr1,3,42,isn't,TRUE,"It is difficult to find someone to trust entirely, but this man is able to be trusted wholly. This is partly because he isn't smart enough to be deceptive, but he is sensitive to other's needs out of genuine kindness.",42
J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR,gr3,3,88,don't,TRUE,"Harry is a torn man. He's selfish in the beginning of the clip as he drops off the autistic person to the side of the road and leaves him. It than begins raining and the first signs of regret appear on Harry's face. He eventually turns around and goes back to the other person, where he appears to finally realize he wants the person in his life. I don't feel like it should have taken the rain for him to realize he made a mistake.",88
0SOhNnbPwgcGS_6KOVL1tguggVTOdnHkpKtpuE5TestnP3hB0KoMAcAWcrS4N_ce,gr3,3,40,aren't,TRUE,"He at first seemed cold and mean. But by the end of it, I could really relate to him and appreciate him. We all make decisions that we aren't proud of. And in the end he made it right.",40
mhvsqXhyoHeLeFiA3tv5re06zX7yS4u2lG4AnVrmqGfGhz2bHfeD_QUMTwmQwIO7,gr3,3,38,not,TRUE,Still do not appreciate that he left a special needs child off on his own and only came back when it started to rain. While I couldn't understand the language it still bothered me how he behaved.,38
mhvsqXhyoHeLeFiA3tv5re06zX7yS4u2lG4AnVrmqGfGhz2bHfeD_QUMTwmQwIO7,gr3,3,38,couldn't,TRUE,Still do not appreciate that he left a special needs child off on his own and only came back when it started to rain. While I couldn't understand the language it still bothered me how he behaved.,38
hljhXgdJ4JfgyIfvy350iQjAPI5iKtetCZpYsXzZogQEGgFePfk2MMbV442qrfBZ,gr3,3,131,didn't,TRUE,"He seemed to be a troubled man, unsure of what to do about his mentally disabled son. The decision to leave him standing at a corner with a bus pass seemed to weigh on him, but you could tell that he didn't want to deal with the burden that having such a child would give. Ultimately, when the rain started to fall, his guilt overwhelmed him and he turned around to retrieve the son that'he'd left at the roadside, showing that there was a moral core to him that he couldn't shake. When his son cried out that he loved him and gave him an earnest embrace there was a hesitation before he smiled and returned the hug, which showed the last of his unsure feelings dissipating.",131
hljhXgdJ4JfgyIfvy350iQjAPI5iKtetCZpYsXzZogQEGgFePfk2MMbV442qrfBZ,gr3,3,131,couldn't,TRUE,"He seemed to be a troubled man, unsure of what to do about his mentally disabled son. The decision to leave him standing at a corner with a bus pass seemed to weigh on him, but you could tell that he didn't want to deal with the burden that having such a child would give. Ultimately, when the rain started to fall, his guilt overwhelmed him and he turned around to retrieve the son that'he'd left at the roadside, showing that there was a moral core to him that he couldn't shake. When his son cried out that he loved him and gave him an earnest embrace there was a hesitation before he smiled and returned the hug, which showed the last of his unsure feelings dissipating.",131
RH2wgY_bvYKnl40YGCQv5U8uj4gHFdpF-ipCSeYBN9ArTB9Qa0jCBs8_YTOGwOVA,gr3,3,16,don't,TRUE,I dont know if it's changing or not I think i still feel the same,16
RH2wgY_bvYKnl40YGCQv5U8uj4gHFdpF-ipCSeYBN9ArTB9Qa0jCBs8_YTOGwOVA,gr3,3,16,not,TRUE,I dont know if it's changing or not I think i still feel the same,16
ECCw4ae8xbiB7G25RCRuR3GDN1B-dYACtWKK-gkBaIsPOHnWqCa0xa6IYD5vLXX3,gr3,3,41,not,TRUE,"Harry dropped his Down syndrome son on the side of the road.  It started raining.  A bus stopped, but his son did not get on it.  Harry finally came back to pick his son up. They then hugged, and became emotional.",41
fRZq-3kLgFk2CEEFxOULmRDzBhKRQWyBPw6t8RYWPFDlb33Lw0ppzqYThRG8zppF,gr3,3,36,can't,TRUE,He expects to much and gices too little. He's rude and unappealing. What would be mistaken typically for development is actually his own realization that hecan't use the situation how he wants to anymore,36
8EMm0orma3VNIK8dpYRLbtrBNozGT9IklRkrFpar99ZkK5YTUdQxClCck24eygp4,gr3,3,10,not,TRUE,He was not kind or genuine towards the second character.,10
QhllEswVCMlSn-pCqFqSOG-B1BSTQpfBNZKSx7Qj2vx2Ryf1ez4rM7B-fgrZ8o1l,gr3,3,35,doesn't,TRUE,This guy was very mean and cruel to the guy with disabilities. He left him behind in the pouring rain. He may have came back but that still doesn't change my opinion of him.,35
Om2J0_AHFCsjhZ8sug0nNxvXBDfdmTiJ23gy6GQzRk_g7lDCfDey1rsXbUz9hjbR,gr3,3,37,not,TRUE,"I did not like Harry at first because he left the other man on the side of the road in the pouring rain. He redeemed himself later though, because he chose to go back for the man.",37
gG_tuaokc-Jk5d0Su0w-Qm2tGhiQCcF_N1KH4EN9JhmogHtotcWLkzXwjSFA66ER,gr3,3,36,didn't,TRUE,I think he is a flawed character that should be held accountable. He left his autistic friend/brother out in the rain to catch the bus so he didn't have to deal with him anymore,36
b7yFT5Jjtn3ai2h0c9kAUyVcUFICNH5z17ClV9SYwd1qqhzgz8T0TZ1zaF7eu_8Q,gr3,3,19,don't,TRUE,I don't like the fact he left someone that depended on him and can't be counted on.,19
b7yFT5Jjtn3ai2h0c9kAUyVcUFICNH5z17ClV9SYwd1qqhzgz8T0TZ1zaF7eu_8Q,gr3,3,19,can't,TRUE,I don't like the fact he left someone that depended on him and can't be counted on.,19
6JUDogx7iTxUb2cVNswO-dDZWKJKZ-MSNT7WNZRn69P03iOZRthu9w1sdHPpWYOS,gr3,3,54,not,TRUE,"My impression has not really changed. At first he seems like a terrible person, leaving an autistic kid at the side of the road in the rain. He returns, which is admirable, but it was his fault for leaving him in the first place. So though he redeems his actions, it's barely redemption.",54
ESYTNy3BvOlgHBzgwsyM8czMmmEgmgpZTXFfTzIQEupZ8mgsdc3wPN8nwFX0Vt80,gr3,3,65,not,TRUE,His character seem very indecisive in a way his character seemed like he was persuaded to do what he did it also seems that maybe he was influenced by abandoning the handicapped boy but since he was so quickly to have a change of heart and go back to rescue the boy he displayed a character from the beginning that probably was not really his,65
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,3,75,couldn't,TRUE,"This was the person who couldn't commit to his actions.  I remember thinking that the only thing stable is his inability to appropriately chose right and wrong.  I am not convinced now that he was ever moved by his compassion or his guilt and rather just loneliness.  When he was alone he couldn't even decide to do anything, at least when he had the man he had a scapegoat for his ill reasoning.",75
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,3,75,not,TRUE,"This was the person who couldn't commit to his actions.  I remember thinking that the only thing stable is his inability to appropriately chose right and wrong.  I am not convinced now that he was ever moved by his compassion or his guilt and rather just loneliness.  When he was alone he couldn't even decide to do anything, at least when he had the man he had a scapegoat for his ill reasoning.",75
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,3,75,couldn't,TRUE,"This was the person who couldn't commit to his actions.  I remember thinking that the only thing stable is his inability to appropriately chose right and wrong.  I am not convinced now that he was ever moved by his compassion or his guilt and rather just loneliness.  When he was alone he couldn't even decide to do anything, at least when he had the man he had a scapegoat for his ill reasoning.",75
L2GncUKsL6A4cjCGv04uKuUsVJkY8SgiwQbF0L26D5KJ_712vw8PM5YTXZKi0YV_,gr3,3,45,didn't,TRUE,I thought he was kind of a jerk because he dumped the other guy at a crossroads and was going to leave him. I didn't completely hate him because it looked like he really did feel remorseful and guilty about it before going back.,45
A4oCOHEuiXfiXAxSAbj0YUWKxENeLZOgUdoGbYvw4GXmDs8K25EJ7UMIt_2G6cEJ,gr3,3,30,not,TRUE,I felt very mistrusting of him and like he was not able to show love very easily to the disabled person. He gave me a very off sort of feeling.,30
ppeE-ItuZPziJ8ej_ril6Ae0uo8HDCRv-Fi_Bpr59gmi93P-8BXmwPiKVgAt1zoX,gr3,3,32,doesn't,TRUE,"Harry is a jerk who kicks the boy out of the car, in the rain. He does go back after him, but it doesn't make him any less of a jerk.",32
qorQYPfR1NtEi3taQ4Py5tPhg6NIFVNRkG_0QHsC0EYiSIT2-M6vEB90V9rZy6Dk,gr3,3,58,not,TRUE,"I think he's a sorry dad for leaving his son, waiting and not waiting with him for the bus - it started to rain - there his son was standing in the rain - refusing to get on the bus.  He so joyful when he saw his dad. His dad didn't deserve the hugs he got from his son.",58
qorQYPfR1NtEi3taQ4Py5tPhg6NIFVNRkG_0QHsC0EYiSIT2-M6vEB90V9rZy6Dk,gr3,3,58,didn't,TRUE,"I think he's a sorry dad for leaving his son, waiting and not waiting with him for the bus - it started to rain - there his son was standing in the rain - refusing to get on the bus.  He so joyful when he saw his dad. His dad didn't deserve the hugs he got from his son.",58
fKSsz8SHcKhej-nw4HWO81eDprHephUuF6YYqWMbc3YA3s094t4om9L4eD7bBLZO,gr3,3,99,no,TRUE,Harry was driving down a dirt road with another younger guy.  He came to a four way road and stopped the car went to the passengers side and pulled the younger guy out.  Have him his small luggage type bag.  He stuffed a paper or something in his hand and made him hold it up.  Then he drive off like a jerk.  It started to storm and maybe he felt bad so he drove back and picked the younger guy up.  They hugged each other in the rain.  The younger guy clearly had no clue what Harry was doing.,99
iwtabe0FGzvJiJTI5R3VTJP9u4AcNA9qYt68bvQ1UDiQFqHqTTsQ_0_hGjg3dGtu,gr3,3,31,can't,TRUE,He is a tough person and he think that it is best to get rid of his child. But he still has a good heart and can't leave him behind.,31
MotABE29rBtC2XK1C0ofRVT0yhhUuQTGMsXPe10sLXDCG0A3Ptj_bVQh3-i3GIvW,gr3,3,23,didn't,TRUE,He drop him off at the bus stop and didn't want to go on the bus and waited for him to return.,23
oDTFcKL_b_j9OnuTMrN0IOuBcmURsYtYOnxTTqLKUPLS13wMUml1H-ztGZc9Vipx,gr3,3,40,not,TRUE,"He's a guy who considers abandoning his mentally challenged son, leaving him alone, in the rain, in an unfamiliar area, because the kid is a burden or an embarrassment. However, he relents, so he's not a total jerk.",40
33UTFW9DqdvKjOwLMOpc9ZLA1bZqEJ672m_oWXJfbyabUzwy58cG9M8qlQj_z8O5,gr3,3,50,don't,TRUE,I still don't like him. You don't get to abandon your kid in the middle of nowhere who has a disability. Then come back and pretend like  you are the hero for coming back. It was a sense of guilt when he saw another car pass him by.,50
33UTFW9DqdvKjOwLMOpc9ZLA1bZqEJ672m_oWXJfbyabUzwy58cG9M8qlQj_z8O5,gr3,3,50,don't,TRUE,I still don't like him. You don't get to abandon your kid in the middle of nowhere who has a disability. Then come back and pretend like  you are the hero for coming back. It was a sense of guilt when he saw another car pass him by.,50
IKIPGZuYavY5DNWZD7B324ofeQ3KxPKLNY4PlP-eqHaM3G0wgE-dI_UXvR5wzmfz,gr3,3,57,not,TRUE,"Harry is not afraid of taking chances.  unfortunately, he sometimes puts others in a rough position as he takes those chances.  he has good, intelligent ideas and he is very willing to take risks.  he thinks mostly of himself but he is also interested in the well being of others.  he tries to do the right thing.",57
wsKAXstFFn8fhBCxnL2jRWurU615nO1CUJmwviiFwOzN-m6y7Wnylo9R_dyiZawm,gr3,3,8,didn't,TRUE,Selfish and didn't care about his son!,8
ds9-udvKJUp99HiuUbzgWcao5JCpEpLPCD14iNbH-3CxBPMJ9CcMnjsnrTwBa7YG,gr4,3,9,didn't,TRUE,"He seem suspicious, I didn't like his demeanor.",9
oKVSRNc0SUjx7KnJ3yrl3NyTQHi16JovcQaOwk1FFnAqeN2ihyQZYCZ9cVPtr9g9,gr4,3,19,didn't,TRUE,He didn't give me much of an impression. He just seemed disconnected and expressionless. He was very forgettable.,19
0apWIq1Pp7_-A23kQnv60FA1NggoJT5AtGIv1AFZl_vx0xKN2_Bdl69E6yAbd98N,gr4,3,78,no,TRUE,"When I first saw the clip I had no idea what to think about him because he never said anything. I've started to feel more negatively towards him because the more I think about it, I feel like he was acting suspiciously and might have been conspiring against someone for his own gain. I remember he was rifling through a desk, and when a woman was dropped off outside the house I think he stopped and left.",78
7TKFy33uZmLWQtdHwAmhbz1tovWBJt-Q50N-3MwltvIoSoNovM8q7vu2nSPm7CPS,gr4,3,31,not,TRUE,This man seemed like he was on a mission to find what he was looking for. He seemed very determined and focused and would not stop until the job was done.,31
MQ6s_juJYSvgVmMMeku7P1lHswljnCXm31TRTdKNGJDxK2vETgYhYBcKVRYSNdGE,gr4,3,14,don't,TRUE,The man was looking through papers. I dont know what he was looking for.,14
DufIB6HY0JBJvIJbHw_oKIaxe9Akayvg2ZzZKQQMLk7N5ag2BeZtUpd9yy4radky,gr4,3,57,aren't,TRUE,"From what I recall, we aren't sure what to think about him because we only see him rifling through drawers. But he's clearly nervously looking for something and I'm not sure if I can trust him or not. Also I believe he finds a blue folder because blue folder sticks out in my mind.",57
DufIB6HY0JBJvIJbHw_oKIaxe9Akayvg2ZzZKQQMLk7N5ag2BeZtUpd9yy4radky,gr4,3,57,not,TRUE,"From what I recall, we aren't sure what to think about him because we only see him rifling through drawers. But he's clearly nervously looking for something and I'm not sure if I can trust him or not. Also I believe he finds a blue folder because blue folder sticks out in my mind.",57
DufIB6HY0JBJvIJbHw_oKIaxe9Akayvg2ZzZKQQMLk7N5ag2BeZtUpd9yy4radky,gr4,3,57,not,TRUE,"From what I recall, we aren't sure what to think about him because we only see him rifling through drawers. But he's clearly nervously looking for something and I'm not sure if I can trust him or not. Also I believe he finds a blue folder because blue folder sticks out in my mind.",57
b3xPyl52hW0Ompjb1FUjBNz-CMwkCa482Pp1O5HZvuH3ubcKB6Qs-ItfS63FuDaH,gr4,3,45,wasn't,TRUE,"He seemed like he was upset and had been asked to leave his job,  because he was packing up his desk. He wasn't doing it very carefully as he was just stuffing papers into a folder haphazardly. He sighed as if he was upset.",45
AGX_MFXuaigsSLx-Rl5c3mX03kGdolj1UAXcEdDxo11zeGXSyDaBpn0cGRp2vcQr,gr4,3,19,doesn't,TRUE,This man seems like a bad person. He is clearly hiding something. He also doesn't seem very trustworthy.,19
-1VNN8vZ55chG8dMEzNFxm-M0nJSYYk_f5Jjtzy6tig2ngSep2oLvUOdLtiqwxmc,gr4,3,69,don't,TRUE,"I had trouble figuring out if the man was a good guy or bad guy. He was clearly looking through a desk for documents, which I'm guessing had some sort of information that would get him into trouble. I don't remember if he got rid of the documents or put them back where he found them. Regardless, he seemed very interested in whatever he was looking at.",69
WAxbR5efdS0EhQAUlTNFk8hUE7MG8Z8LsL9sfVzDvVOV4ZBVGaO5i9ginGf8FMsR,gr4,3,13,not,TRUE,I just remember him not doing much other than filing away some papers,13
Cww-s-nLt9K2JgqjIk1x1QLfZ4hsTW9JO_F2i4XMkQPag332C3bz4TMpfVpkmlxx,gr4,3,44,not,TRUE,"This man was trying to organize  his folders. He put them into very worn file holder. When he was finished he slammed all of the drawers in his desk closed. His face did not show that he was agitated, but he must have been.",44
oQd1ZlDbmCO1n17f0ntDXw7UZXiuxOqCLw9PsPc1OGo1dsh26zXiQuq43TH3gn8Z,gr4,3,26,doesn't,TRUE,He seems kinda sneaky and secretive. He opens up folders in a desk in an office and doesn't seem like he wants to get caught.,26
fxBVeeGoukTyDWG_VxnJ6tLZ-W3o2vsG5og5LIUEVss5ludQaSvIB6PEbtwWwr93,gr4,3,40,don't,TRUE,"I remember him nosing through papers trying to find information. I don't know why he was doing this, so cannot find reason to like or dislike him. He doesn't look like a bad guy, but determined and resourceful.",40
fxBVeeGoukTyDWG_VxnJ6tLZ-W3o2vsG5og5LIUEVss5ludQaSvIB6PEbtwWwr93,gr4,3,40,doesn't,TRUE,"I remember him nosing through papers trying to find information. I don't know why he was doing this, so cannot find reason to like or dislike him. He doesn't look like a bad guy, but determined and resourceful.",40
fAzlpK-gosPBj1-4U8eGziY05up4ZzMVX2Mzu_vIQVO9m9-lzWC9bGwlVEvzJ4PP,gr4,3,11,not,TRUE,Focused and intent on his mission. Direct and not easily distracted.,11
5a4U1gQZ8Ns4fFEepbeL8l1vTxHFpHM--KgZxK3_t6JroSb6IrhRYAnhKJiSt_bD,gr4,3,49,couldn't,TRUE,"It looked like he was in an home office of someone he was trying to get information from. He was scurrying through papers trying to find something.  It seemed like he was very determined and I couldn't tell if he was the ""good"" guy or the ""bad"" guy.",49
1IpofVf7yhEeYEQj7usIkbUWR3H5qntpstdjFxSRvVU_2qrZWKtqmXAuyKplGJRF,gr4,3,23,not,TRUE,He seemed determined to find something. He gave me the feeling that he was doing something he was not supposed to be doing,23
GQ28V62zDDTYOa7yjSwWrBuJNVynMG7japOQkiJhbbKbT-WIPtUqrYgU9ytLzI8h,gr4,3,17,wasn't,TRUE,He wasn't rushed or angry in his actions. He was calm in clearing out the desk.,17
m4apTMDbq30sPM35qS1wh9QQM7utDPP0y1kwx7abPzPvoBwbA09yWwswNAuI6n4S,gr4,3,10,no,TRUE,A man who was collecting papers and showed no emotion.,10
wjv_p8MAWqXzNl8XRNJ4-Zno7LiGLU8h-Awz6Yb4Fzjz4KY3vEWC4oe6tUrCHo4d,gr4,3,24,not,TRUE,He was hurriedly looking for something on his desk in an opulent home.  He did not appear to locate what he was looking for.,24
2bOQRjK0T0uYSEiyLmDSM08bziGTqlY5L1iVvosRd6BtNC3l8zsVjkqQKanp9A-E,gr4,3,28,didn't,TRUE,"He was very focused and purposeful. He didn't appear to be doing anything interesting,  although looking back on it he might have been trying to hide something.",28
1n-NUHFwr8tiu8we-9cJ4fDjCvLwzvjnZYv6iFPQFcY2DCCuetIQ5TYYj8UDwfLA,gr4,3,20,no,TRUE,"He is hard to forget. there is no emotion, hes angry, sad, i also think he is hiding some secret.",20
OAIXUdqMvM1i4cJoK0fXJV0BYNJVXQVaaxze9x89b1-h9-VXUKmTEO2_OfYqyz2k,gr4,3,115,don't,TRUE,"The man in this clip was packing up the last of some papers from an empty desk, in a room that appeared to be in the last steps of being cleared out.  He paused as he took a rather old piece of paper.  Perhaps he was remembering something.  It was hard to tell his emotions because his expressions were more set, like he was determined to get his task done.  He was very quiet and moved quickly, so I don't think he was angry.  I don't know why, but I think this scene is sad.  Perhaps some part of the man's life is closed, so he paused at that piece of paper.",115
OAIXUdqMvM1i4cJoK0fXJV0BYNJVXQVaaxze9x89b1-h9-VXUKmTEO2_OfYqyz2k,gr4,3,115,don't,TRUE,"The man in this clip was packing up the last of some papers from an empty desk, in a room that appeared to be in the last steps of being cleared out.  He paused as he took a rather old piece of paper.  Perhaps he was remembering something.  It was hard to tell his emotions because his expressions were more set, like he was determined to get his task done.  He was very quiet and moved quickly, so I don't think he was angry.  I don't know why, but I think this scene is sad.  Perhaps some part of the man's life is closed, so he paused at that piece of paper.",115
Ad89slmvpcHm-ErHJTFsTKsUxtIjPhsuC89qLGDnMiCmF4bjP88MT7X_jzOze50Y,gr4,3,28,wasn't,TRUE,"I remember him cleaning out the desk and shoving all the papers into a blue file. He acted guilty, almost like he wasnt supposed to be doing it.",28
